waypoint_id,x,y
655,-485.0,191.0
656,-483.0,191.0
657,-481.0,191.0
658,-479.0,191.0
659,-477.0,191.0
660,-475.0,191.0
661,-473.0,191.0
662,-471.0,191.0
663,-469.0,191.0
664,-467.0,191.0
665,-465.0,191.0
666,-463.0,191.0
667,-461.0,191.0
668,-459.0,191.0
669,-457.0,191.0
670,-455.0,191.0
671,-453.0,191.0
672,-451.0,191.0
673,-449.0,191.0
674,-447.0,191.0
675,-445.0,191.0
676,-443.0,191.0
677,-441.0,191.0
678,-439.0,191.0
679,-437.0,191.0
680,-435.0,191.0
681,-433.0,191.0
682,-431.0,191.0
683,-429.0,191.0
684,-427.0,191.0
685,-425.0,191.0
686,-423.0,191.0
687,-421.0,191.0
688,-419.0,191.0
689,-417.0,191.0
690,-415.0,191.0
691,-413.0,191.0
692,-413.0,193.0
693,-413.0,195.0
694,-415.0,195.0
695,-417.0,195.0
696,-419.0,195.0
697,-421.0,195.0
698,-423.0,195.0
699,-425.0,195.0
700,-427.0,195.0
701,-429.0,195.0
702,-431.0,195.0
703,-433.0,195.0
704,-435.0,195.0
705,-437.0,195.0
706,-439.0,195.0
707,-441.0,195.0
708,-443.0,195.0
709,-445.0,195.0
710,-447.0,195.0
711,-449.0,195.0
712,-451.0,195.0
713,-453.0,195.0
714,-455.0,195.0
715,-457.0,195.0
716,-459.0,195.0
717,-461.0,195.0
718,-463.0,195.0
719,-465.0,195.0
720,-467.0,195.0
721,-469.0,195.0
722,-471.0,195.0
723,-473.0,195.0
724,-475.0,195.0
725,-477.0,195.0
726,-479.0,195.0
727,-481.0,195.0
728,-483.0,195.0
729,-485.0,195.0
730,-487.0,195.0
731,-489.0,195.0
732,-491.0,195.0
733,-493.0,195.0
734,-495.0,195.0
735,-497.0,195.0
736,-499.0,195.0
737,-501.0,195.0
738,-503.0,195.0
739,-505.0,195.0
740,-507.0,195.0
741,-509.0,195.0
742,-511.0,195.0
743,-513.0,195.0
744,-515.0,195.0
745,-517.0,195.0
746,-519.0,195.0
747,-521.0,195.0
748,-523.0,195.0
749,-525.0,195.0
750,-527.0,195.0
751,-529.0,195.0
752,-531.0,195.0
753,-533.0,195.0
754,-535.0,195.0
755,-537.0,195.0
756,-539.0,195.0
757,-541.0,195.0
758,-543.0,195.0
759,-545.0,195.0
760,-547.0,195.0
761,-549.0,195.0
762,-551.0,195.0
763,-553.0,195.0
764,-555.0,195.0
765,-557.0,195.0
766,-559.0,195.0
767,-561.0,195.0
768,-561.0,197.0
769,-561.0,199.0
770,-559.0,199.0
771,-557.0,199.0
772,-555.0,199.0
773,-553.0,199.0
774,-551.0,199.0
775,-549.0,199.0
776,-547.0,199.0
777,-545.0,199.0
778,-543.0,199.0
779,-541.0,199.0
780,-539.0,199.0
781,-537.0,199.0
782,-535.0,199.0
783,-533.0,199.0
784,-531.0,199.0
785,-529.0,199.0
786,-527.0,199.0
787,-525.0,199.0
788,-523.0,199.0
789,-521.0,199.0
790,-519.0,199.0
791,-517.0,199.0
792,-515.0,199.0
793,-513.0,199.0
794,-511.0,199.0
795,-509.0,199.0
796,-507.0,199.0
797,-505.0,199.0
798,-503.0,199.0
799,-501.0,199.0
800,-499.0,199.0
801,-497.0,199.0
802,-495.0,199.0
803,-493.0,199.0
804,-491.0,199.0
805,-489.0,199.0
806,-487.0,199.0
807,-485.0,199.0
808,-483.0,199.0
809,-481.0,199.0
810,-479.0,199.0
811,-477.0,199.0
812,-475.0,199.0
813,-473.0,199.0
814,-471.0,199.0
815,-469.0,199.0
816,-467.0,199.0
817,-465.0,199.0
818,-463.0,199.0
819,-461.0,199.0
820,-459.0,199.0
821,-457.0,199.0
822,-455.0,199.0
823,-453.0,199.0
824,-451.0,199.0
825,-449.0,199.0
826,-447.0,199.0
827,-445.0,199.0
828,-443.0,199.0
829,-441.0,199.0
830,-439.0,199.0
831,-437.0,199.0
832,-435.0,199.0
833,-433.0,199.0
834,-431.0,199.0
835,-429.0,199.0
836,-427.0,199.0
837,-425.0,199.0
838,-423.0,199.0
839,-421.0,199.0
840,-419.0,199.0
841,-417.0,199.0
842,-415.0,199.0
843,-413.0,199.0
844,-413.0,201.0
845,-413.0,203.0
846,-415.0,203.0
847,-417.0,203.0
848,-419.0,203.0
849,-421.0,203.0
850,-423.0,203.0
851,-425.0,203.0
852,-427.0,203.0
853,-429.0,203.0
854,-431.0,203.0
855,-433.0,203.0
856,-435.0,203.0
857,-437.0,203.0
858,-439.0,203.0
859,-441.0,203.0
860,-443.0,203.0
861,-445.0,203.0
862,-447.0,203.0
863,-449.0,203.0
864,-451.0,203.0
865,-453.0,203.0
866,-455.0,203.0
867,-457.0,203.0
868,-459.0,203.0
869,-461.0,203.0
870,-463.0,203.0
871,-465.0,203.0
872,-467.0,203.0
873,-469.0,203.0
874,-471.0,203.0
875,-473.0,203.0
876,-475.0,203.0
877,-477.0,203.0
878,-479.0,203.0
879,-481.0,203.0
